"DM","0000007","20240311|130045","20240304_1937005_104207_083107","R05_3_BNP Paribas Open - Indian Wells (USA)","Seggerman/Trhac","Koolhof/Mektic","|K|0.221226|EK|G||OL1|4.68855|EOL1|OL2|1.39965|EOL2|OH1|1|EOH1|OH2|1|EOH2|EG|NA||NAOL1|4.9377|ENAOL1|NAOL2|1.46415|ENAOL2|NAVE1|-5|ENAVE1|NAVE2|-2|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/usa/atp-indian-wells-doubles/seggerman-ryan-trhac-patrik-koolhof-wesley-mektic-nikola-YwzQtROH/","","4.49","1.21","","","4.5","1.2","4.5","1.21","","","","","","",""
"SM","0000008","20240311|130056","20240304_1937007_061838_030470","R07_3_BNP Paribas Open - Indian Wells (USA)","Lehecka","Tsitsipas","|K|0.355851|EK|G||OL1|3.09354|EOL1|OL2|1.716|EOL2|OH1|1|EOH1|OH2|2.106|EOH2|EG|NA||NAOL1|3.09354|ENAOL1|NAOL2|1.7316|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|17.746|20.92|1000|1000|AH-5|17.746|20.92|1000|1000|AH-4|10.166|11.984|1000|1000|AH-3.5|6.054|7.137|1000|1000|AH-3|1000|1000|1000|1000|AH-2.5|1000|1000|1000|1000|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1000|1000|1000|1000|AH3|1000|1000|1000|1000|AH3.5|1.826|2.636|1000|1000|AH4|1.826|2.636|1000|1000|AH4.5|1.517|2.19|1000|1000|AH5|1.517|2.19|1000|1000|AH5.5|1.283|1.853|1000|1000||EAH||AHS||K-1.5|6.56935|1|1.51|7|EK-1.5||K21|6.82301|1|4.41547|7|EK21||K1.5|1.85937|7|2.53335|7|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/usa/atp-indian-wells/lehecka-jiri-tsitsipas-stefanos-QNi4oPTS/#ah;2;3.50;2","3.5","1.77","2.14","","","1.66","2.17","1.77","2.17","","","","","","",""
"SM","0000008","20240311|130058","20240304_1937007_061838_030470","R07_3_BNP Paribas Open - Indian Wells (USA)","Lehecka","Tsitsipas","|K|0.355851|EK|G||OL1|3.09354|EOL1|OL2|1.716|EOL2|OH1|1|EOH1|OH2|2.106|EOH2|EG|NA||NAOL1|3.09354|ENAOL1|NAOL2|1.7316|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|17.746|20.92|1000|1000|AH-5|17.746|20.92|1000|1000|AH-4|10.166|11.984|1000|1000|AH-3.5|6.054|7.137|1000|1000|AH-3|1000|1000|1000|1000|AH-2.5|1000|1000|1000|1000|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1000|1000|1000|1000|AH3|1000|1000|1000|1000|AH3.5|1.826|2.636|1000|1000|AH4|1.826|2.636|1000|1000|AH4.5|1.517|2.19|1000|1000|AH5|1.517|2.19|1000|1000|AH5.5|1.283|1.853|1000|1000||EAH||AHS||K-1.5|6.56935|1|1.51|7|EK-1.5||K21|6.82301|1|4.41547|7|EK21||K1.5|1.85937|7|2.53335|7|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/usa/atp-indian-wells/lehecka-jiri-tsitsipas-stefanos-QNi4oPTS/#ah;2;2.50;2","2.5","2.12","1.78","","","2.1","1.7","2.12","1.78","","","","","","",""
"SM","0000008","20240311|130101","20240304_1937007_061838_030470","R07_3_BNP Paribas Open - Indian Wells (USA)","Lehecka","Tsitsipas","|K|0.355851|EK|G||OL1|3.09354|EOL1|OL2|1.716|EOL2|OH1|1|EOH1|OH2|2.106|EOH2|EG|NA||NAOL1|3.09354|ENAOL1|NAOL2|1.7316|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|17.746|20.92|1000|1000|AH-5|17.746|20.92|1000|1000|AH-4|10.166|11.984|1000|1000|AH-3.5|6.054|7.137|1000|1000|AH-3|1000|1000|1000|1000|AH-2.5|1000|1000|1000|1000|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1000|1000|1000|1000|AH3|1000|1000|1000|1000|AH3.5|1.826|2.636|1000|1000|AH4|1.826|2.636|1000|1000|AH4.5|1.517|2.19|1000|1000|AH5|1.517|2.19|1000|1000|AH5.5|1.283|1.853|1000|1000||EAH||AHS||K-1.5|6.56935|1|1.51|7|EK-1.5||K21|6.82301|1|4.41547|7|EK21||K1.5|1.85937|7|2.53335|7|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/usa/atp-indian-wells/lehecka-jiri-tsitsipas-stefanos-QNi4oPTS/#ah;2;1.50;1","1.5","1.68","2.29","","","1.62","2.28","1.68","2.29","","","","","","",""
"SM","0000008","20240311|130100","20240304_1937007_061838_030470","R07_3_BNP Paribas Open - Indian Wells (USA)","Lehecka","Tsitsipas","|K|0.355851|EK|G||OL1|3.09354|EOL1|OL2|1.716|EOL2|OH1|1|EOH1|OH2|2.106|EOH2|EG|NA||NAOL1|3.09354|ENAOL1|NAOL2|1.7316|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|17.746|20.92|1000|1000|AH-5|17.746|20.92|1000|1000|AH-4|10.166|11.984|1000|1000|AH-3.5|6.054|7.137|1000|1000|AH-3|1000|1000|1000|1000|AH-2.5|1000|1000|1000|1000|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1000|1000|1000|1000|AH3|1000|1000|1000|1000|AH3.5|1.826|2.636|1000|1000|AH4|1.826|2.636|1000|1000|AH4.5|1.517|2.19|1000|1000|AH5|1.517|2.19|1000|1000|AH5.5|1.283|1.853|1000|1000||EAH||AHS||K-1.5|6.56935|1|1.51|7|EK-1.5||K21|6.82301|1|4.41547|7|EK21||K1.5|1.85937|7|2.53335|7|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/usa/atp-indian-wells/lehecka-jiri-tsitsipas-stefanos-QNi4oPTS/#ah;2;-1.50;1","-1.5","4.99","1.2","","","4.9","1.18","4.99","1.2","","","","","","",""
"SM","0000008","20240311|130049","20240304_1937007_061838_030470","R07_3_BNP Paribas Open - Indian Wells (USA)","Lehecka","Tsitsipas","|K|0.355851|EK|G||OL1|3.09354|EOL1|OL2|1.716|EOL2|OH1|1|EOH1|OH2|2.106|EOH2|EG|NA||NAOL1|3.09354|ENAOL1|NAOL2|1.7316|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|17.746|20.92|1000|1000|AH-5|17.746|20.92|1000|1000|AH-4|10.166|11.984|1000|1000|AH-3.5|6.054|7.137|1000|1000|AH-3|1000|1000|1000|1000|AH-2.5|1000|1000|1000|1000|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1000|1000|1000|1000|AH3|1000|1000|1000|1000|AH3.5|1.826|2.636|1000|1000|AH4|1.826|2.636|1000|1000|AH4.5|1.517|2.19|1000|1000|AH5|1.517|2.19|1000|1000|AH5.5|1.283|1.853|1000|1000||EAH||AHS||K-1.5|6.56935|1|1.51|7|EK-1.5||K21|6.82301|1|4.41547|7|EK21||K1.5|1.85937|7|2.53335|7|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/usa/atp-indian-wells/lehecka-jiri-tsitsipas-stefanos-QNi4oPTS/","","2.75","1.49","","","2.7","1.47","2.75","1.49","","","","","","",""
"SM","0000009","20240311|130112","20240304_1937007_052140_068074","R07_3_BNP Paribas Open - Indian Wells (USA)","Marozsan","Alcaraz","|K|0.0182297|EK|G||OL1|60.1814|EOL1|OL2|1.122|EOL2|OH1|1|EOH1|OH2|1|EOH2|EG|NA||NAOL1|60.1814|ENAOL1|NAOL2|1.1322|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|12300|14500|1000|1000|AH-5|12300|14500|1000|1000|AH-4|12300|14500|1000|1000|AH-3.5|12300|14500|1000|1000|AH-3|1000|1000|1000|1000|AH-2.5|1000|1000|1000|1000|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1000|1000|1000|1000|AH3|1000|1000|1000|1000|AH3.5|4.197|6.059|1000|1000|AH4|4.197|6.059|1000|1000|AH4.5|2.498|3.606|1000|1000|AH5|2.498|3.606|1000|1000|AH5.5|1.747|2.523|1000|1000||EAH||AHS||K-1.5|11300|1|1.51|7|EK-1.5||K21|11.5789|1|3.65568|7|EK21||K1.5|3.0962|7|1.6933|7|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/usa/atp-indian-wells/marozsan-fabian-alcaraz-garfia-carlos-ClFqLXvp/#ah;2;5.50;2","5.5","1.92","1.95","","","1.92","1.86","1.92","1.95","","","","","","",""
"SM","0000009","20240311|130114","20240304_1937007_052140_068074","R07_3_BNP Paribas Open - Indian Wells (USA)","Marozsan","Alcaraz","|K|0.0182297|EK|G||OL1|60.1814|EOL1|OL2|1.122|EOL2|OH1|1|EOH1|OH2|1|EOH2|EG|NA||NAOL1|60.1814|ENAOL1|NAOL2|1.1322|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|12300|14500|1000|1000|AH-5|12300|14500|1000|1000|AH-4|12300|14500|1000|1000|AH-3.5|12300|14500|1000|1000|AH-3|1000|1000|1000|1000|AH-2.5|1000|1000|1000|1000|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1000|1000|1000|1000|AH3|1000|1000|1000|1000|AH3.5|4.197|6.059|1000|1000|AH4|4.197|6.059|1000|1000|AH4.5|2.498|3.606|1000|1000|AH5|2.498|3.606|1000|1000|AH5.5|1.747|2.523|1000|1000||EAH||AHS||K-1.5|11300|1|1.51|7|EK-1.5||K21|11.5789|1|3.65568|7|EK21||K1.5|3.0962|7|1.6933|7|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/usa/atp-indian-wells/marozsan-fabian-alcaraz-garfia-carlos-ClFqLXvp/#ah;2;4.50;2","4.5","2.59","1.54","","","2.5","1.5","2.59","1.54","","","","","","",""
"SM","0000009","20240311|130117","20240304_1937007_052140_068074","R07_3_BNP Paribas Open - Indian Wells (USA)","Marozsan","Alcaraz","|K|0.0182297|EK|G||OL1|60.1814|EOL1|OL2|1.122|EOL2|OH1|1|EOH1|OH2|1|EOH2|EG|NA||NAOL1|60.1814|ENAOL1|NAOL2|1.1322|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|12300|14500|1000|1000|AH-5|12300|14500|1000|1000|AH-4|12300|14500|1000|1000|AH-3.5|12300|14500|1000|1000|AH-3|1000|1000|1000|1000|AH-2.5|1000|1000|1000|1000|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1000|1000|1000|1000|AH3|1000|1000|1000|1000|AH3.5|4.197|6.059|1000|1000|AH4|4.197|6.059|1000|1000|AH4.5|2.498|3.606|1000|1000|AH5|2.498|3.606|1000|1000|AH5.5|1.747|2.523|1000|1000||EAH||AHS||K-1.5|11300|1|1.51|7|EK-1.5||K21|11.5789|1|3.65568|7|EK21||K1.5|3.0962|7|1.6933|7|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/usa/atp-indian-wells/marozsan-fabian-alcaraz-garfia-carlos-ClFqLXvp/#ah;2;1.50;1","1.5","2.98","1.43","","","3.3","1.33","3.3","1.43","","","","","","",""
"SM","0000009","20240311|130115","20240304_1937007_052140_068074","R07_3_BNP Paribas Open - Indian Wells (USA)","Marozsan","Alcaraz","|K|0.0182297|EK|G||OL1|60.1814|EOL1|OL2|1.122|EOL2|OH1|1|EOH1|OH2|1|EOH2|EG|NA||NAOL1|60.1814|ENAOL1|NAOL2|1.1322|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|12300|14500|1000|1000|AH-5|12300|14500|1000|1000|AH-4|12300|14500|1000|1000|AH-3.5|12300|14500|1000|1000|AH-3|1000|1000|1000|1000|AH-2.5|1000|1000|1000|1000|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1000|1000|1000|1000|AH3|1000|1000|1000|1000|AH3.5|4.197|6.059|1000|1000|AH4|4.197|6.059|1000|1000|AH4.5|2.498|3.606|1000|1000|AH5|2.498|3.606|1000|1000|AH5.5|1.747|2.523|1000|1000||EAH||AHS||K-1.5|11300|1|1.51|7|EK-1.5||K21|11.5789|1|3.65568|7|EK21||K1.5|3.0962|7|1.6933|7|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/usa/atp-indian-wells/marozsan-fabian-alcaraz-garfia-carlos-ClFqLXvp/#ah;2;-1.50;1","-1.5","","","","","18.0","1.02","18.0","1.02","","","","","","",""
"SM","0000009","20240311|130105","20240304_1937007_052140_068074","R07_3_BNP Paribas Open - Indian Wells (USA)","Marozsan","Alcaraz","|K|0.0182297|EK|G||OL1|60.1814|EOL1|OL2|1.122|EOL2|OH1|1|EOH1|OH2|1|EOH2|EG|NA||NAOL1|60.1814|ENAOL1|NAOL2|1.1322|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|12300|14500|1000|1000|AH-5|12300|14500|1000|1000|AH-4|12300|14500|1000|1000|AH-3.5|12300|14500|1000|1000|AH-3|1000|1000|1000|1000|AH-2.5|1000|1000|1000|1000|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1000|1000|1000|1000|AH3|1000|1000|1000|1000|AH3.5|4.197|6.059|1000|1000|AH4|4.197|6.059|1000|1000|AH4.5|2.498|3.606|1000|1000|AH5|2.498|3.606|1000|1000|AH5.5|1.747|2.523|1000|1000||EAH||AHS||K-1.5|11300|1|1.51|7|EK-1.5||K21|11.5789|1|3.65568|7|EK21||K1.5|3.0962|7|1.6933|7|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/usa/atp-indian-wells/marozsan-fabian-alcaraz-garfia-carlos-ClFqLXvp/","","8.3","1.09","","","8.5","1.08","8.5","1.1","","","","","","",""
