"CDM","0000001","20240520|132832","20240520_1970704_073703_108057","R04_1_GEO_Kachreti Challenger","Isaro/Stevenson","Lomakin/Ursu","|K|0.526979|EK|G||OL1|1.9323|EOL1|OL2|2.15604|EOL2|OH1|190|EOH1|OH2|212|EOH2|EG|NA||NAOL1|2.0577|ENAOL1|NAOL2|2.29596|ENAOL2|NAVE1|-7|ENAVE1|NAVE2|-7|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/georgia/kachreti-challenger-men-doubles/isaro-pruchya-stevenson-kelsey-lomakin-grigoriy-ursu-vadym-dnKTn5UO/","","","","","","","","","","","","","","","",""
"SM","0000002","20240520|132836","20240527_1938301_054207_029457","R01_4_FRA_French Open - Paris","Cressy","Pellegrino","|K|0.438261|EK|G||OL1|2.50755|EOL1|OL2|1.969|EOL2|OH1|3.1373|EOH1|OH2|2.5955|EOH2|EG|NA||NAOL1|2.51213|ENAOL1|NAOL2|1.9869|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AHS||K-1.5|1.52|1|1.52|1|EK-1.5||K21|1.52|1|1.52|1|EK21||K1.5|1.52|1|1.52|1|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/france/atp-french-open/cressy-maxime-pellegrino-andrea-nc26Bd3k/","","2.35","1.61","","","2.45","1.53","2.45","1.61","","","","","","",""
"SM","0000003","20240520|132843","20240527_1938301_059166_064896","R01_4_FRA_French Open - Paris","De Jong","Llamas Ruiz","|K|0.348254|EK|G||OL1|3.1536|EOL1|OL2|1.694|EOL2|OH1|1|EOH1|OH2|2.233|EOH2|EG|NA||NAOL1|3.15936|ENAOL1|NAOL2|1.7094|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AHS||K-1.5|1.52|1|1.52|1|EK-1.5||K21|1.52|1|1.52|1|EK21||K1.5|1.52|1|1.52|1|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/france/atp-french-open/de-jong-jesper-llamas-ruiz-pablo-4YYdLIEN/","","","","","","2.75","1.43","2.75","1.55","","","","","","",""
"SM","0000004","20240520|132847","20240527_1938301_011517_028895","R01_4_FRA_French Open - Paris","Duckworth","Janvier","|K|0.584311|EK|G||OL1|1.892|EOL1|OL2|2.63895|EOL2|OH1|2.494|EOH1|OH2|3.3017|EOH2|EG|NA||NAOL1|1.9092|ENAOL1|NAOL2|2.64377|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA||AHS||K-1.5|1.52|1|1.52|1|EK-1.5||K21|1.52|1|1.52|1|EK21||K1.5|1.52|1|1.52|1|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/france/atp-french-open/duckworth-james-janvier-maxime-063ShxZ2/","","1.91","1.91","","","1.89","1.89","1.95","1.91","","","","","","",""
"SM","0000005","20240520|132852","20240527_1938301_083795_047259","R01_4_FRA_French Open - Paris","Faria","Tabur","|K|0.608005|EK|G||OL1|1.815|EOL1|OL2|2.8032|EOL2|OH1|2.3925|EOH1|OH2|3.5072|EOH2|EG|NA||NAOL1|1.8315|ENAOL1|NAOL2|2.80832|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA||AHS||K-1.5|1.52|1|1.52|1|EK-1.5||K21|1.52|1|1.52|1|EK21||K1.5|1.52|1|1.52|1|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/france/atp-french-open/faria-jaime-tabur-clement-boaQHhRE/","","1.6","2.36","","","1.68","2.16","1.68","2.36","","","","","","",""
"SM","0000006","20240520|132856","20240527_1938301_028932_056195","R01_4_FRA_French Open - Paris","Grenier","Boyer","|K|0.419606|EK|G||OL1|2.61705|EOL1|OL2|1.903|EOL2|OH1|3.2743|EOH1|OH2|2.5085|EOH2|EG|NA||NAOL1|2.62183|ENAOL1|NAOL2|1.9203|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AHS||K-1.5|1.52|1|1.52|1|EK-1.5||K21|1.52|1|1.52|1|EK21||K1.5|1.52|1|1.52|1|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/france/atp-french-open/grenier-hugo-boyer-tristan-bwXh56OP/","","","","","","1.96","1.82","2.0","1.86","","","","","","",""
